"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세(만원)","층","건축년도","도로명"
"인천광역시 강화군 강화읍 관청리","34-6","0034","0006","고려팰리스 3차","전세","84.16","202102","3","14,000","0","2","2017","새말길8번길 5-15"
"인천광역시 강화군 강화읍 관청리","140-9","0140","0009","나나빌라(다동)","전세","35.01","202003","17","3,000","0","2","1992","동문로 20-3"
"인천광역시 강화군 강화읍 관청리","833-13","0833","0013","삼도주택(가동)","전세","56.95","202010","29","5,500","0","2","1984","관청길 83"
"인천광역시 강화군 강화읍 관청리","957-3","0957","0003","삼성쉐르빌1동","전세","60.665","202006","26","9,500","0","3","2013","향교길33번길 14"
"인천광역시 강화군 강화읍 관청리","755","0755","0000","송악하얀집","월세","78.23","202004","17","802","20","3","2019","북문길67번길 12"
"인천광역시 강화군 강화읍 관청리","755","0755","0000","송악하얀집","월세","72.2","202007","29","733","26","4","2019","북문길67번길 12"
"인천광역시 강화군 강화읍 관청리","755","0755","0000","송악하얀집","월세","67.79","202007","29","733","26","5","2019","북문길67번길 12"
"인천광역시 강화군 강화읍 관청리","755","0755","0000","송악하얀집","월세","67.79","202007","29","733","26","4","2019","북문길67번길 12"
"인천광역시 강화군 강화읍 관청리","755","0755","0000","송악하얀집","월세","63.85","202007","30","655","24","5","2019","북문길67번길 12"
"인천광역시 강화군 강화읍 관청리","755","0755","0000","송악하얀집","월세","72.2","202007","30","733","26","3","2019","북문길67번길 12"
"인천광역시 강화군 강화읍 관청리","755","0755","0000","송악하얀집","월세","69.75","202008","3","707","25","3","2019","북문길67번길 12"
"인천광역시 강화군 강화읍 관청리","755","0755","0000","송악하얀집","월세","72.2","202008","4","733","26","2","2019","북문길67번길 12"
"인천광역시 강화군 강화읍 관청리","755","0755","0000","송악하얀집","월세","69.75","202008","5","707","25","2","2019","북문길67번길 12"
"인천광역시 강화군 강화읍 관청리","755","0755","0000","송악하얀집","월세","67.79","202008","18","3,853","10","4","2019","북문길67번길 12"
"인천광역시 강화군 강화읍 관청리","701","0701","0000","수정궁빌라(가,나,다동)","전세","76.14","202005","3","4,300","0","-1","1990","궁골길 9"
"인천광역시 강화군 강화읍 관청리","772-1","0772","0001","용진빌라(A동A,B동D)","월세","53.34","202101","27","500","35","3","1992","송악길42번길 14"
"인천광역시 강화군 강화읍 관청리","654-2","0654","0002","진영빌라","월세","67.2","202009","5","1,000","40","4","1993","북문4길 13-1"
"인천광역시 강화군 강화읍 관청리","603","0603","0000","창대빌라","전세","28.23","202010","7","3,000","0","5","2009","관청길51번길 13"
"인천광역시 강화군 강화읍 관청리","925-7","0925","0007","현대팰리스(925-7)","전세","54.29","202101","30","16,500","0","4","2020","송악길 41-8"
"인천광역시 강화군 강화읍 국화리","190-22","0190","0022","고려팰리스7차","전세","84.9","202004","7","17,000","0","1","2020","고비고개로 8-1"
"인천광역시 강화군 강화읍 국화리","190-22","0190","0022","고려팰리스7차","전세","84.6","202004","7","17,000","0","1","2020","고비고개로 8-1"
"인천광역시 강화군 강화읍 국화리","162","0162","0000","국화빌라","전세","49.9","202004","28","4,500","0","3","1991","강화대로517번길 5"
"인천광역시 강화군 강화읍 남산리","474-11","0474","0011","남산아이맨션","월세","45.24","202008","1","1,000","35","4","2007","화성길50번길 7-56"
"인천광역시 강화군 강화읍 남산리","474-11","0474","0011","남산아이맨션","월세","45.24","202102","9","500","25","1","2007","화성길50번길 7-56"
"인천광역시 강화군 강화읍 남산리","187-3","0187","0003","엘림주택(201,202)동","월세","59.95","202005","30","1,000","35","2","1998","부조고개길72번길 16"
"인천광역시 강화군 강화읍 남산리","54-2","0054","0002","푸르미르","월세","26.04","202102","20","500","40","4","2011","남문로23번길 26"
"인천광역시 강화군 강화읍 신문리","663-18","0663","0018","경인빌라","월세","45.81","202010","7","500","30","1","1991","향나무길 41"
"인천광역시 강화군 강화읍 신문리","482-2","0482","0002","남산골든빌리지101동","전세","92.7","202004","27","6,500","0","2","2005","청하동길47번길 9-36"
"인천광역시 강화군 강화읍 신문리","482-2","0482","0002","남산골든빌리지101동","전세","88.83","202005","11","5,000","0","1","2005","청하동길47번길 9-36"
"인천광역시 강화군 강화읍 신문리","594-3","0594","0003","리치카운티101동","전세","76.32","202102","16","9,000","0","5","2011","남문안길 57"
"인천광역시 강화군 강화읍 신문리","480-5","0480","0005","서울빌라(가동,나동)","전세","64.44","202009","7","7,500","0","4","2014","청하동길47번길 9-27"
"인천광역시 강화군 강화읍 신문리","632-17","0632","0017","아인빌2차(632-17)","월세","70.71","202006","5","2,000","45","3","2014","향나무길28번길 30-1"
"인천광역시 강화군 강화읍 신문리","632-18","0632","0018","아인빌2차(632-18)","월세","65.9","202101","5","1,500","40","2","2014","향나무길28번길 30-2"
"인천광역시 강화군 강화읍 신문리","594","0594","0000","유진빌라(가동,나동)","전세","60.24","202011","2","7,000","0","3","2002","남문안길 58"
"인천광역시 강화군 강화읍 신문리","661","0661","0000","정원빌라","전세","70.08","202006","29","2,800","0","1","1995","향나무길28번길 12"
"인천광역시 강화군 강화읍 신문리","661","0661","0000","정원빌라","전세","87.69","202101","28","6,500","0","1","1995","향나무길28번길 12"
"인천광역시 강화군 강화읍 옥림리","1048","1048","0000","동경그린맨션12차","월세","56.92","202008","8","2,000","28","3","1997","동문로80번길 13"
"인천광역시 강화군 강화읍 옥림리","1048","1048","0000","동경그린맨션12차","월세","56.92","202008","8","2,000","28","3","1997","동문로80번길 13"
"인천광역시 강화군 강화읍 옥림리","1057-1","1057","0001","로제비앙","전세","82.704","202006","18","18,300","0","2","2020","새말길 4"
"인천광역시 강화군 강화읍 옥림리","1057-1","1057","0001","로제비앙","전세","72.234","202007","15","17,500","0","2","2020","새말길 4"
"인천광역시 강화군 강화읍 옥림리","1057-1","1057","0001","로제비앙","전세","76.514","202007","20","17,200","0","2","2020","새말길 4"
"인천광역시 강화군 강화읍 옥림리","1057-1","1057","0001","로제비앙","전세","72.234","202007","25","18,100","0","5","2020","새말길 4"
"인천광역시 강화군 강화읍 옥림리","1057-1","1057","0001","로제비앙","전세","72.234","202007","25","18,100","0","5","2020","새말길 4"
"인천광역시 강화군 강화읍 옥림리","441-3","0441","0003","롯데해찬숲A동","월세","68.38","202008","10","2,000","40","4","2012","대월로 166"
"인천광역시 강화군 강화읍 옥림리","576-3","0576","0003","성진리치빌","전세","48.27","202008","19","6,500","0","4","2010","동문로190번길 12"
"인천광역시 강화군 강화읍 옥림리","1077-1","1077","0001","신우빌라","월세","54","202003","25","500","33","2","1997","동문로80번길 10"
"인천광역시 강화군 강화읍 옥림리","1077-1","1077","0001","신우빌라","월세","54","202012","15","1,000","30","4","1997","동문로80번길 10"
"인천광역시 강화군 강화읍 옥림리","1078-1","1078","0001","오성맨션","월세","59.01","202004","18","500","40","2","1998","동문로80번길 18-1"
"인천광역시 강화군 강화읍 옥림리","958","0958","0000","용정빌리지201동202동","전세","70.58","202003","1","14,500","0","2","2019","동문로152번길 48"
"인천광역시 강화군 강화읍 옥림리","1022","1022","0000","정원주택","전세","72.63","202003","26","6,500","0","4","1998","동문로 109"
"인천광역시 강화군 강화읍 용정리","508-6","0508","0006","럭키빌리지4동","월세","56.19","202003","27","500","35","2","1991","갑룡길117번길 12-5"
"인천광역시 강화군 강화읍 용정리","508-2","0508","0002","럭키빌리지7동","전세","78.32","202102","17","4,500","0","2","1992","갑룡길117번길 20"
"인천광역시 강화군 강화읍 용정리","721-3","0721","0003","레미앙2차","월세","69.34","202005","9","1,000","70","4","2020","강화대로192번길 41-6"
"인천광역시 강화군 강화읍 용정리","721-3","0721","0003","레미앙2차","월세","69.34","202007","11","5,000","35","1","2020","강화대로192번길 41-6"
"인천광역시 강화군 강화읍 용정리","721-3","0721","0003","레미앙2차","전세","69.34","202010","30","13,000","0","2","2020","강화대로192번길 41-6"
"인천광역시 강화군 강화읍 용정리","506","0506","0000","영창빌라(506-0)","월세","56.205","202007","29","1,000","45","4","2004","갑룡길117번길 26"
"인천광역시 강화군 강화읍 용정리","638-1","0638","0001","용정G하우스A동B동","전세","56.32","202003","25","14,000","0","3","2019","강화대로216번길 18"
"인천광역시 강화군 강화읍 용정리","588-9","0588","0009","원하우스","전세","68.26","202012","11","14,000","0","2","2018","갑룡길 138"
"인천광역시 강화군 길상면 길직리","1080-7","1080","0007","드림캐슬","전세","45.46","202009","23","7,000","0","1","2017","강화동로 140"
"인천광역시 강화군 길상면 길직리","1080-7","1080","0007","드림캐슬","월세","56.47","202011","6","4,500","25","2","2017","강화동로 140"
"인천광역시 강화군 길상면 길직리","1067-1","1067","0001","이지홈타운102동","월세","35.21","202002","29","1,000","40","3","2011","길직로 15-5"
"인천광역시 강화군 길상면 길직리","1067-1","1067","0001","이지홈타운102동","월세","36.06","202005","18","500","40","4","2011","길직로 15-5"
"인천광역시 강화군 길상면 온수리","58","0058","0000","(58-0)","월세","46.38","202010","9","200","35","3","2017","강화동로45번길 17"
"인천광역시 강화군 길상면 온수리","372-8","0372","0008","엣지하이빌B동","월세","66.12","202007","3","200","50","3","2018","강화남로 62-10"
"인천광역시 강화군 길상면 온수리","370-5","0370","0005","온수파크빌라","전세","76.3","202009","13","6,000","0","3","1993","강화남로 96"
"인천광역시 강화군 길상면 온수리","423-10","0423","0010","원창빌리지2차","월세","84.97","202012","11","2,000","60","2","2005","마니산로 75"
"인천광역시 강화군 길상면 장흥리","448","0448","0000","장흥리다세대주택","전세","67.93","202101","18","4,000","0","1","2003","길상로304번길 49-12"
"인천광역시 강화군 길상면 장흥리","405-25","0405","0025","해담은마을","전세","112.84","202009","10","20,000","0","4","2013","길상로304번길 52"
"인천광역시 강화군 선원면 냉정리","129-6","0129","0006","(129-6)","월세","75.66","202101","1","550","30","3","2012","강화동로933번길 22"
"인천광역시 강화군 선원면 창리","545-12","0545","0012","더숲102동","전세","63.72","202003","13","12,000","0","2","2019","중앙로236번길 12-31"
"인천광역시 강화군 선원면 창리","545-12","0545","0012","더숲102동","전세","63.72","202006","30","12,000","0","1","2019","중앙로236번길 12-31"
"인천광역시 강화군 선원면 창리","545-12","0545","0012","더숲102동","전세","63.72","202008","11","13,000","0","3","2019","중앙로236번길 12-31"
"인천광역시 강화군 선원면 창리","545-12","0545","0012","더숲102동","전세","63.72","202009","24","13,000","0","1","2019","중앙로236번길 12-31"
"인천광역시 강화군 선원면 창리","545-12","0545","0012","더숲102동","전세","63.72","202101","15","13,000","0","2","2019","중앙로236번길 12-31"
"인천광역시 강화군 선원면 창리","362-1","0362","0001","리더스빌","전세","27.45","202005","4","7,000","0","1","2014","중앙로189번길 6"
"인천광역시 강화군 선원면 창리","303-7","0303","0007","송림빌라A동","전세","46.85","202007","17","1,500","0","2","1992","고식이길 28-1"
"인천광역시 강화군 선원면 창리","301-2","0301","0002","송림주택","월세","84.95","202003","28","1,000","40","1","1993","고식이길 28"
"인천광역시 강화군 선원면 창리","301-2","0301","0002","송림주택","전세","84.95","202004","22","4,500","0","1","1993","고식이길 28"
"인천광역시 강화군 선원면 창리","631-6","0631","0006","예림타운101동102동","월세","59.7","202003","30","1,700","40","3","2019","중앙로236번길 17"
"인천광역시 강화군 선원면 창리","631-6","0631","0006","예림타운101동102동","전세","59.7","202005","13","2,000","0","1","2019","중앙로236번길 17"
"인천광역시 계양구 계산동","343-3","0343","0003","(343-3)","월세","70.05","202005","18","5,000","30","4","1990","주부토로532번길 20"
"인천광역시 계양구 계산동","905-17","0905","0017","(905-17)","월세","22.09","202008","4","300","50","2","2015","계양산로96번길 14"
"인천광역시 계양구 계산동","912-20","0912","0020","(912-20)","월세","30.21","202006","20","3,000","12","4","2013","안산로21번길 1"
"인천광역시 계양구 계산동","952-26","0952","0026","(952-26)","전세","17.58","202003","23","4,500","0","3","2011","경명대로1078번길 16"
"인천광역시 계양구 계산동","952-26","0952","0026","(952-26)","전세","15.18","202004","1","4,500","0","2","2011","경명대로1078번길 16"
"인천광역시 계양구 계산동","952-26","0952","0026","(952-26)","전세","14.875","202008","24","4,000","0","2","2011","경명대로1078번길 16"
"인천광역시 계양구 계산동","300-11","0300","0011","(뉴코리아맨션(3,4동)","전세","38.53","202011","20","11,000","0","4","1994","장제로767번길 37-1"
"인천광역시 계양구 계산동","923-46","0923","0046","923-46","전세","43.27","202009","14","9,000","0","2","1986","하느재로20번길 16"
"인천광역시 계양구 계산동","928-2","0928","0002","928-2","전세","33.68","202005","7","4,000","0","1","1986","경명대로1071번길 8"
"인천광역시 계양구 계산동","913-10","0913","0010","CM하우스101동","전세","40.585","202010","29","16,000","0","3","2014","안산로25번길 7"
"인천광역시 계양구 계산동","913-10","0913","0010","CM하우스101동","전세","40.585","202012","8","17,000","0","2","2014","안산로25번길 7"
"인천광역시 계양구 계산동","952-33","0952","0033","LG파크타운(4동)","전세","57.05","202005","9","10,000","0","5","2004","어사대로25번길 6"
"인천광역시 계양구 계산동","320-9","0320","0009","THE SUMMIT(더 써밋)","전세","29.79","202005","25","16,900","0","4","2020","계산새로5번길 5"
"인천광역시 계양구 계산동","320-9","0320","0009","THE SUMMIT(더 써밋)","전세","56.89","202011","20","24,500","0","5","2020","계산새로5번길 5"
"인천광역시 계양구 계산동","320-9","0320","0009","THE SUMMIT(더 써밋)","전세","70.42","202011","24","27,500","0","5","2020","계산새로5번길 5"
"인천광역시 계양구 계산동","320-9","0320","0009","THE SUMMIT(더 써밋)","전세","42.98","202012","18","18,900","0","5","2020","계산새로5번길 5"
"인천광역시 계양구 계산동","320-9","0320","0009","THE SUMMIT(더 써밋)","전세","56.58","202012","21","24,300","0","3","2020","계산새로5번길 5"
"인천광역시 계양구 계산동","320-9","0320","0009","THE SUMMIT(더 써밋)","전세","56.58","202101","7","24,300","0","2","2020","계산새로5번길 5"
"인천광역시 계양구 계산동","320-9","0320","0009","THE SUMMIT(더 써밋)","전세","56.79","202102","3","24,400","0","4","2020","계산새로5번길 5"
"인천광역시 계양구 계산동","320-9","0320","0009","THE SUMMIT(더 써밋)","전세","58.16","202102","9","25,000","0","3","2020","계산새로5번길 5"
"인천광역시 계양구 계산동","931-67","0931","0067","거성빌라","월세","44.07","202004","25","500","40","2","1988","하느재로5번길 8"
"인천광역시 계양구 계산동","953-30","0953","0030","건우연립","전세","53.75","202008","17","9,500","0","3","1984","어사대로 23"
"인천광역시 계양구 계산동","953-30","0953","0030","건우연립","전세","53.75","202008","20","9,500","0","3","1984","어사대로 23"
"인천광역시 계양구 계산동","953-30","0953","0030","건우연립","전세","54.26","202012","7","9,500","0","2","1984","어사대로 23"
"인천광역시 계양구 계산동","57-39","0057","0039","건원빌라","전세","59.28","202012","9","13,000","0","1","1997","계산새로19번길 8-6"
"인천광역시 계양구 계산동","57-39","0057","0039","건원빌라","전세","59.28","202012","24","7,000","0","-1","1997","계산새로19번길 8-6"
"인천광역시 계양구 계산동","986-40","0986","0040","경신로얄빌라(A동)","월세","36.92","202003","31","500","35","2","1989","계산로74번길 7"
"인천광역시 계양구 계산동","986-40","0986","0040","경신로얄빌라(A동)","월세","36.62","202004","3","200","30","-1","1989","계산로74번길 7"
"인천광역시 계양구 계산동","986-60","0986","0060","경신로얄빌라(B동)","월세","36.92","202009","26","500","35","3","1989","계산로74번길 7-1"
"인천광역시 계양구 계산동","925-30","0925","0030","계산동양빌라(나동)","전세","40","202012","22","10,000","0","4","1994","계수로 10"
"인천광역시 계양구 계산동","900-1","0900","0001","계산빌라","전세","41.04","202012","10","8,900","0","4","1994","계양산로 78"
"인천광역시 계양구 계산동","950-7","0950","0007","계산빌라(A동)","전세","35.16","202005","29","7,000","0","2","1993","주부토로543번길 5"
"인천광역시 계양구 계산동","950-1","0950","0001","계산빌라(B동)","월세","34.56","202006","3","500","37","1","1993","주부토로543번길 7"
"인천광역시 계양구 계산동","935-18","0935","0018","계산홈타운(3동)","월세","56.54","202005","20","1,500","40","2","2003","경명대로1017번길 5-3"
"인천광역시 계양구 계산동","935-23","0935","0023","계산홈타운(8동)","전세","63.77","202010","30","13,700","0","4","2003","경명대로1017번길 3-3"
"인천광역시 계양구 계산동","924-29","0924","0029","계양마운틴(3동)","전세","67.17","202004","15","15,500","0","5","2003","하느재로20번길 5-32"
"인천광역시 계양구 계산동","924-29","0924","0029","계양마운틴(3동)","전세","67.17","202006","30","14,000","0","4","2003","하느재로20번길 5-32"
"인천광역시 계양구 계산동","906-41","0906","0041","계양파크빌라(B동)","전세","37.51","202101","1","9,000","0","4","1993","주부토로587번길 13"
"인천광역시 계양구 계산동","990-34","0990","0034","계향빌라(A동)","전세","38.82","202012","28","4,000","0","3","1989","주부토로475번길 4"
"인천광역시 계양구 계산동","987-34","0987","0034","교대빌라","전세","31.35","202012","3","5,000","0","3","1993","계산로80번길 11-1"
"인천광역시 계양구 계산동","913-24","0913","0024","굿모닝맨션","전세","53.4","202006","24","6,000","0","1","2000","안산로25번길 13"
"인천광역시 계양구 계산동","975-12","0975","0012","궁전빌라","월세","39.87","202005","3","1,500","40","4","1996","계산천서로24번길 13"
"인천광역시 계양구 계산동","975-12","0975","0012","궁전빌라","월세","39.87","202012","27","1,000","40","2","1996","계산천서로24번길 13"
"인천광역시 계양구 계산동","962-10","0962","0010","궁전빌라(가,나동)","월세","51.32","202102","19","1,000","50","3","1996","주부토로501번길 9"
"인천광역시 계양구 계산동","926-8","0926","0008","그리니치(926-8)","전세","46.21","202101","29","23,000","0","5","2016","하느재로20번길 10"
"인천광역시 계양구 계산동","981","0981","0000","그린힐타운(1,2동)","전세","32.11","202007","17","5,500","0","4","2000","계산로 23"
"인천광역시 계양구 계산동","334-35","0334","0035","그린힐타운(102,103동)","전세","59.995","202006","5","11,000","0","4","2000","주부토로514번길 8"
"인천광역시 계양구 계산동","334-35","0334","0035","그린힐타운(102,103동)","전세","59.995","202101","13","12,000","0","1","2000","주부토로514번길 8"
"인천광역시 계양구 계산동","334-31","0334","0031","그린힐타운(104동)","전세","47.46","202006","25","11,000","0","3","2000","주부토로514번길 12"
"인천광역시 계양구 계산동","334-31","0334","0031","그린힐타운(104동)","전세","47.46","202006","25","11,000","0","3","2000","주부토로514번길 12"
"인천광역시 계양구 계산동","334-31","0334","0031","그린힐타운(104동)","전세","47.46","202007","3","10,000","0","4","2000","주부토로514번길 12"
"인천광역시 계양구 계산동","334-43","0334","0043","그린힐타운(105,106동)","전세","59.82","202004","30","12,500","0","2","2000","주부토로496번길 19"
"인천광역시 계양구 계산동","981-52","0981","0052","그린힐타운3,4동","전세","31.42","202007","16","7,500","0","4","2000","계산로21번길 2"
"인천광역시 계양구 계산동","925-29","0925","0029","극동빌라(가,나동)","전세","36.19","202008","6","7,600","0","1","1991","계수로 4-1"
"인천광역시 계양구 계산동","925-29","0925","0029","극동빌라(가,나동)","전세","35.94","202011","25","1,500","0","-1","1991","계수로 4-1"
"인천광역시 계양구 계산동","925-28","0925","0028","극동빌라다동라동","전세","36.19","202003","10","6,500","0","3","1991","계수로 4"
"인천광역시 계양구 계산동","989-2","0989","0002","금강하이츠빌라(1,2동)","전세","36.74","202005","9","3,700","0","-1","1993","계산로108번길 3-1"
"인천광역시 계양구 계산동","989-64","0989","0064","금강하이츠빌라(12,13동)","전세","44.46","202008","13","8,000","0","1","1993","계산로112번길 8-1"
"인천광역시 계양구 계산동","989-64","0989","0064","금강하이츠빌라(12,13동)","전세","44.46","202009","17","6,000","0","2","1993","계산로112번길 8-1"
"인천광역시 계양구 계산동","989-7","0989","0007","금강하이츠빌라(16동)","월세","44.4","202007","10","1,000","40","2","1994","계산로112번길 10"
"인천광역시 계양구 계산동","989-7","0989","0007","금강하이츠빌라(16동)","전세","41.13","202009","15","7,000","0","3","1994","계산로112번길 10"
"인천광역시 계양구 계산동","989-58","0989","0058","금강하이츠빌라(3,4동)","월세","36.36","202003","24","500","45","3","1993","계산로108번길 5"
"인천광역시 계양구 계산동","989-58","0989","0058","금강하이츠빌라(3,4동)","월세","46.17","202011","5","1,000","40","3","1993","계산로108번길 5"
"인천광역시 계양구 계산동","989-59","0989","0059","금강하이츠빌라(5,6동)","전세","41.4","202004","30","8,000","0","1","1993","계산로108번길 7"
"인천광역시 계양구 계산동","989-59","0989","0059","금강하이츠빌라(5,6동)","전세","37.83","202006","18","7,500","0","3","1993","계산로108번길 7"
"인천광역시 계양구 계산동","989-59","0989","0059","금강하이츠빌라(5,6동)","전세","37.83","202006","18","7,500","0","3","1993","계산로108번길 7"
"인천광역시 계양구 계산동","989-59","0989","0059","금강하이츠빌라(5,6동)","전세","37.83","202006","18","7,500","0","3","1993","계산로108번길 7"
"인천광역시 계양구 계산동","989-59","0989","0059","금강하이츠빌라(5,6동)","전세","37.41","202011","3","8,190","0","1","1993","계산로108번길 7"
"인천광역시 계양구 계산동","989-60","0989","0060","금강하이츠빌라(7,8동)","월세","39.75","202003","28","500","40","3","1993","계산로108번길 9"
