"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 상업/업무용(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","계약년월","계약일","지분구분","건축년도","해제사유발생일"
"인천광역시 강화군 강화읍 관청리","집합","1**","강화대로404번길","일반상업","제2종근린생활","12m미만","211.81"," ","25,000","8","202005","14"," ","2005",""
"인천광역시 강화군 강화읍 관청리","집합","1**","강화대로404번길","일반상업","제1종근린생활","12m미만","211.81"," ","25,000","6","202005","14"," ","2005",""
"인천광역시 강화군 강화읍 관청리","집합","1**","강화대로404번길","일반상업","제1종근린생활","12m미만","234.14"," ","30,000","2","202005","14"," ","2005",""
"인천광역시 강화군 강화읍 관청리","집합","1**","강화대로404번길","일반상업","제2종근린생활","12m미만","71.08"," ","10,000","2","202005","14"," ","2005",""
"인천광역시 강화군 강화읍 관청리","일반","1**","강화대로","일반상업","업무","25m이상","505.75","271.00","180,000","null","202006","10"," ","1975",""
"인천광역시 강화군 강화읍 관청리","집합","5**","강화대로","일반상업","제2종근린생활","25m이상","21.42"," ","3,100","null","202006","12"," ","1980",""
"인천광역시 강화군 강화읍 관청리","일반","1**","강화대로","일반상업","제2종근린생활","12m미만","292.71","231.00","72,000","null","202006","30"," ","1973",""
"인천광역시 강화군 강화읍 관청리","일반","4**","동문안길","제2종일반주거","제2종근린생활","12m미만","203.15","1355.00","148,167","null","202007","8"," ","1964",""
"인천광역시 강화군 강화읍 관청리","일반","8**","강화대로","제1종일반주거","제1종근린생활","25m이상","107.26","107.22","24,500","null","202009","1"," ","1960",""
"인천광역시 강화군 강화읍 국화리","일반","6*","당골길","자연녹지","기타","-","228.86","840.00","45,500","null","202005","6"," ","1997",""
"인천광역시 강화군 강화읍 국화리","일반","6*","당골길","자연녹지","기타","8m미만","228.86","840.00","45,500","null","202005","6"," ","1997",""
"인천광역시 강화군 강화읍 국화리","집합","8**","시리미로313번길","계획관리","제2종근린생활","8m미만","66.48"," ","2,100","1","202009","2"," ","2015",""
"인천광역시 강화군 강화읍 국화리","집합","8**","시리미로313번길","계획관리","제2종근린생활","8m미만","66.48"," ","2,100","1","202009","2"," ","2015",""
"인천광역시 강화군 강화읍 국화리","집합","1**","고비고개로18번길","제2종일반주거","제2종근린생활","8m미만","127.29"," ","18,580","1","202102","8"," ","2012","20210216"
"인천광역시 강화군 강화읍 국화리","집합","1**","고비고개로18번길","제2종일반주거","제2종근린생활","8m미만","127.29"," ","17,500","1","202102","16"," ","2012",""
"인천광역시 강화군 강화읍 국화리","집합","8**","시리미로313번길","계획관리","업무","8m미만","66.48"," ","3,000","1","202102","16"," ","2015",""
"인천광역시 강화군 강화읍 국화리","집합","8**","시리미로313번길","계획관리","업무","8m미만","66.48"," ","3,000","1","202102","16"," ","2015",""
"인천광역시 강화군 강화읍 국화리","집합","1**","고비고개로18번길","제2종일반주거","제2종근린생활","8m미만","127.29"," ","18,400","1","202102","19"," ","2012",""
"인천광역시 강화군 강화읍 남산리","집합","2**","중앙로","준주거","제1종근린생활","25m이상","16.64"," ","1,500","null","202003","9"," ","1995",""
"인천광역시 강화군 강화읍 신문리","일반","2**","청하동길7번길","일반상업","제1종근린생활","8m미만","19.83","20.00","2,887","null","202007","21"," ","1963",""
"인천광역시 강화군 강화읍 신문리","집합","6**","향나무길22번길","제2종일반주거","제1종근린생활","8m미만","76.38"," ","7,500","1","202007","28"," ","2012",""
"인천광역시 강화군 강화읍 신문리","일반","*","-","일반상업","제2종근린생활","12m미만","2371.32","758.50","285,000","null","202008","21"," ","2010","20200918"
"인천광역시 강화군 강화읍 신문리","일반","4**","-","제2종일반주거","제2종근린생활","8m미만","431.9","1353.00","108,000","null","202009","11"," ","1996",""
"인천광역시 강화군 강화읍 신문리","일반","2**","청하동길7번길","일반상업","제1종근린생활","8m미만","19.83","20.00","3,000","null","202009","16"," ","1963",""
"인천광역시 강화군 강화읍 신문리","집합","2**","강화대로","일반상업","업무","25m이상","20.26"," ","2,500","null","202010","6"," ","1980",""
"인천광역시 강화군 강화읍 신문리","일반","*","강화대로","제2종일반주거","제2종근린생활","25m이상","715.9","1831.00","479,265","null","202012","31"," ","2021",""
"인천광역시 강화군 강화읍 신문리","집합","2**","강화대로","일반상업","제1종근린생활","25m이상","20.26"," ","2,850","null","202101","5"," ","1980",""
"인천광역시 강화군 강화읍 신문리","집합","2**","강화대로","일반상업","제2종근린생활","25m이상","20.26"," ","2,150","null","202102","5"," ","1980",""
"인천광역시 강화군 강화읍 신문리","일반","2**","-","일반상업","제1종근린생활","8m미만","19.83","40.00","2,650","null","202102","26"," ","1963",""
"인천광역시 강화군 강화읍 옥림리","일반","4**","동문로","계획관리","제1종근린생활","12m미만","47.79","266.00","19,000","null","202102","24"," ","2006",""
"인천광역시 강화군 강화읍 용정리","일반","7**","-","계획관리","제2종근린생활","8m미만","310.45","1396.00","55,840","null","202004","10"," ","2009","20200421"
"인천광역시 강화군 강화읍 용정리","일반","7**","강화대로192번길","계획관리","제2종근린생활","8m미만","318","1517.00","60,680","null","202004","10"," ","2009","20200421"
"인천광역시 강화군 강화읍 용정리","일반","7**","강화대로192번길","계획관리","제2종근린생활","8m미만","318","1517.00","59,420","null","202004","10"," ","2009",""
"인천광역시 강화군 강화읍 용정리","일반","7**","-","계획관리","제2종근린생활","8m미만","310.45","1396.00","54,580","null","202004","10"," ","2009",""
"인천광역시 강화군 강화읍 용정리","일반","9**","해안북로","생산관리","제2종근린생활","8m미만","31.54","132.00","9,612","null","202010","23"," ","2020",""
"인천광역시 강화군 강화읍 용정리","일반","2**","갑룡길","계획관리","제2종근린생활","12m미만","280.38","991.00","34,500","null","202012","18"," ","2012",""
"인천광역시 강화군 강화읍 용정리","일반","5**","갑룡길","계획관리","기타","8m미만","752.7","1044.00","61,000","null","202101","18"," ","1996","20210329"
"인천광역시 강화군 강화읍 월곳리","집합","7**","강화산단로","준공업","제2종근린생활","12m미만","59.66"," ","69,619","null","202006","24"," ","2019",""
"인천광역시 강화군 강화읍 월곳리","집합","7**","강화산단로","준공업","제2종근린생활","12m미만","59.66"," ","65,321","null","202006","24"," ","2019",""
"인천광역시 강화군 강화읍 월곳리","일반","3**","-","계획관리","제2종근린생활","8m미만","85.2","383.00","16,500","null","202101","11"," ","1996",""
"인천광역시 강화군 길상면 길직리","일반","5**","피미길32번길","계획관리","제2종근린생활","8m미만","66","220.00","13,000","null","202008","21"," ","1998",""
"인천광역시 강화군 길상면 길직리","일반","7**","장촌길","계획관리","제1종근린생활","8m미만","97.56","519.00","30,850","null","202008","28"," ","2011",""
"인천광역시 강화군 길상면 길직리","일반","7**","장촌길","계획관리","제1종근린생활","8m미만","97.56","519.00","30,850","null","202008","28"," ","2011","20201013"
"인천광역시 강화군 길상면 길직리","일반","2**","까치골길","생산관리","제2종근린생활","8m미만","88.3","518.00","24,110","null","202102","22"," ","2018",""
"인천광역시 강화군 길상면 동검리","일반","3**","동검길154번길","계획관리","제2종근린생활","8m미만","155.76","442.00","28,000","null","202004","24"," ","2008",""
"인천광역시 강화군 길상면 동검리","일반","1**","동검길65번길","보전관리","제1종근린생활","8m미만","93.86","378.00","21,000","null","202005","2"," ","2014",""
"인천광역시 강화군 길상면 동검리","일반","9*","동검길63번길","계획관리","제2종근린생활","8m미만","197.85","397.00","53,000","null","202005","27"," ","2016",""
"인천광역시 강화군 길상면 선두리","일반","1***","해안남로","보전관리","제1종근린생활","8m미만","222.98","165.00","10,000","null","202004","6"," ","1955","20200703"
"인천광역시 강화군 길상면 선두리","일반","1***","해안남로474번길","농림","제2종근린생활","8m미만","98.79","526.00","41,500","null","202005","6"," ","2017",""
"인천광역시 강화군 길상면 선두리","일반","1***","해안남로474번길","농림","제2종근린생활","8m미만","98.79","526.00","42,000","null","202005","6"," ","2017","20200521"
"인천광역시 강화군 길상면 선두리","집합","1***","해안남로","계획관리","교육연구","8m미만","168.05"," ","30,000","null","202005","15"," ","2004",""
"인천광역시 강화군 길상면 선두리","일반","1***","해안남로","보전관리","제1종근린생활","8m미만","78.03","165.00","12,719","null","202007","3"," ","1955",""
"인천광역시 강화군 길상면 선두리","일반","1***","해안남로","보전관리","기타","8m미만","48","562.00","16,000","null","202009","8"," ","2020",""
"인천광역시 강화군 길상면 선두리","일반","1***","해안남로474번길","농림","업무","8m미만","151.94","483.00","43,320","null","202011","14"," ","2020","20201130"
"인천광역시 강화군 길상면 선두리","일반","1***","해안남로474번길","농림","업무","8m미만","151.94","483.00","43,320","null","202011","14"," ","2020",""
"인천광역시 강화군 길상면 선두리","일반","4**","보리고개로89번길","보전관리","제2종근린생활","8m미만","81.06","463.00","25,000","null","202102","6"," ","2013",""
"인천광역시 강화군 길상면 온수리","일반","4**","마니산로","자연녹지","제2종근린생활","12m미만","85.4","442.00","20,000","null","202004","14"," ","2016",""
"인천광역시 강화군 길상면 온수리","일반","1**","장촌길","계획관리","제2종근린생활","8m미만","127.86","424.00","25,550","null","202007","8"," ","2016",""
"인천광역시 강화군 길상면 온수리","일반","4**","-","제2종일반주거","제2종근린생활","12m미만","97.6","341.00","18,780","null","202010","5"," ","2009",""
"인천광역시 강화군 길상면 온수리","일반","4**","온수길","제2종일반주거","제1종근린생활","12m미만","499.51","837.00","53,240","null","202010","5"," ","2009",""
"인천광역시 강화군 길상면 온수리","일반","5**","온수길","일반상업","제1종근린생활","12m미만","231.11","370.00","47,700","null","202010","8"," ","1960",""
"인천광역시 강화군 길상면 온수리","일반","5**","삼랑성길","일반상업","제1종근린생활","8m미만","485.64","200.00","45,000","null","202010","23"," ","1996",""
"인천광역시 강화군 길상면 온수리","일반","5**","길상로304번길","생산녹지","제2종근린생활","8m미만","18","156.00","5,004","null","202012","15"," ","2020",""
"인천광역시 강화군 길상면 온수리","일반","5**","온수길","제2종일반주거","제2종근린생활","8m미만","168.27","303.00","31,500","null","202012","28"," ","2009",""
"인천광역시 강화군 길상면 장흥리","일반","2**","해안남로","계획관리","제2종근린생활","12m미만","683.85","1020.00","104,000","null","202003","9"," ","2019",""
"인천광역시 강화군 길상면 장흥리","일반","5**","길상로","계획관리","제2종근린생활","12m미만","376","998.00","52,000","null","202009","4"," ","2004",""
"인천광역시 강화군 길상면 초지리","집합","1***","해안남로117번길","계획관리","제2종근린생활","8m미만","107.4"," ","10,500","2","202009","15"," ","2003","20201027"
"인천광역시 강화군 길상면 초지리","집합","1***","해안남로117번길","계획관리","제2종근린생활","8m미만","107.4"," ","10,500","2","202009","15"," ","2003",""
"인천광역시 강화군 길상면 초지리","집합","1***","해안남로","계획관리","제1종근린생활","8m미만","8.12"," ","2,000","12","202011","18"," ","2004",""
"인천광역시 강화군 길상면 초지리","일반","8**","신촌로88번길","생산관리","제2종근린생활","-","64.2","424.00","17,180","null","202011","21"," ","2020",""
"인천광역시 강화군 길상면 초지리","일반","8**","신촌로88번길","생산관리","제2종근린생활","-","64.2","424.00","17,200","null","202011","21"," ","2020","20210111"
"인천광역시 강화군 길상면 초지리","일반","1*","해안동로","계획관리","숙박","8m미만","495","678.00","48,000","null","202011","25"," ","1994",""
"인천광역시 강화군 길상면 초지리","집합","1***","해안남로117번길","계획관리","제2종근린생활","8m미만","121.8"," ","10,000","1","202012","1"," ","2003",""
"인천광역시 강화군 길상면 초지리","일반","6**","-","용도미지정","제2종근린생활","-","79.92","280.00","18,750","null","202012","11"," ","2003",""
"인천광역시 강화군 길상면 초지리","일반","1***","해안남로65번길","계획관리","제2종근린생활","8m미만","172.9","150.00","28,000","null","202012","21"," ","1997",""
"인천광역시 강화군 길상면 초지리","집합","1***","해안남로","계획관리","판매","8m미만","8.12"," ","2,600","12","202101","21"," ","2004",""
"인천광역시 강화군 길상면 초지리","일반","4**","길상로23번길","계획관리","제2종근린생활","8m미만","220.82","357.00","27,000","null","202102","8"," ","2010",""
"인천광역시 강화군 내가면 고천리","일반","2**","고비고개로","계획관리","기타","12m미만","861.2","8387.00","119,965","null","202006","11"," ","1997",""
"인천광역시 강화군 내가면 고천리","일반","1***","고비고개로","계획관리","제2종근린생활","12m미만","234.55","625.00","37,000","null","202012","20"," ","2015","20210101"
"인천광역시 강화군 내가면 고천리","일반","9**","강화서로","일반상업","제1종근린생활","12m미만","119.2","228.00","17,500","null","202101","24"," ","1955",""
"인천광역시 강화군 내가면 외포리","일반","6**","해안서로","계획관리","기타","12m미만","334.01","681.00","55,000","null","202011","28"," ","1998",""
"인천광역시 강화군 내가면 황청리","일반","3**","황청포구로","계획관리","제2종근린생활","8m미만","280.28","499.00","20,000","null","202004","24"," ","1972",""
"인천광역시 강화군 내가면 황청리","일반","3**","황청포구로","계획관리","제2종근린생활","8m미만","280.28","499.00","20,000","null","202004","24"," ","1972","20200610"
"인천광역시 강화군 내가면 황청리","일반","8**","해안서로","계획관리","제2종근린생활","12m미만","470.95","1057.00","110,000","null","202012","21"," ","2003",""
"인천광역시 강화군 불은면 덕성리","일반","1**","해안동로","계획관리","제2종근린생활","12m미만","471.33","915.00","69,891","null","202007","17"," ","2001","20201123"
"인천광역시 강화군 불은면 덕성리","일반","1**","해안동로","계획관리","제2종근린생활","12m미만","471.33","915.00","63,746","null","202007","17"," ","2001",""
"인천광역시 강화군 불은면 삼성리","일반","*","중앙로","계획관리","제1종근린생활","25m미만","108","274.00","15,500","null","202008","10"," ","2018","20200814"
"인천광역시 강화군 불은면 삼성리","일반","*","중앙로","계획관리","제2종근린생활","25m미만","108","274.00","15,500","null","202008","10"," ","2018",""
"인천광역시 강화군 삼산면 매음리","일반","8**","어류정길212번길","보전관리","제2종근린생활","8m미만","764.64","1027.00","62,900","null","202007","13"," ","2001",""
"인천광역시 강화군 삼산면 매음리","일반","6**","-","계획관리","제2종근린생활","12m미만","147.98","350.84","51,274","null","202009","24"," ","2000","20210125"
"인천광역시 강화군 삼산면 매음리","일반","6**","삼산남로","계획관리","제1종근린생활","8m미만","99.2","512.00","59,798","null","202009","24"," ","2015",""
"인천광역시 강화군 삼산면 매음리","일반","6**","삼산남로","계획관리","제1종근린생활","12m미만","40.82","298.35","30,564","null","202009","24"," ","2005","20210125"
"인천광역시 강화군 삼산면 매음리","일반","6**","삼산남로","계획관리","숙박","8m미만","324.78","1645.00","177,271","null","202009","24"," ","2000","20210125"
"인천광역시 강화군 삼산면 매음리","일반","6**","삼산남로","계획관리","제1종근린생활","8m미만","99.2","512.00","58,076","null","202009","24"," ","2015","20210125"
"인천광역시 강화군 삼산면 매음리","일반","6**","-","계획관리","제2종근린생활","12m미만","147.98","350.84","52,794","null","202009","24"," ","2000",""
"인천광역시 강화군 삼산면 매음리","일반","6**","삼산남로","계획관리","제1종근린생활","12m미만","40.82","298.35","31,471","null","202009","24"," ","2005",""
"인천광역시 강화군 삼산면 매음리","일반","6**","삼산남로","계획관리","숙박","8m미만","324.78","1645.00","182,528","null","202009","24"," ","2000",""
"인천광역시 강화군 삼산면 석모리","일반","9*","삼산북로","계획관리","제2종근린생활","12m미만","167.8","929.00","42,670","null","202008","25"," ","1987",""
"인천광역시 강화군 삼산면 석포리","일반","5**","-","계획관리","제2종근린생활","12m미만","154.53","2224.00","65,500","null","202005","10"," ","2015",""
"인천광역시 강화군 서도면 볼음도리","일반","2**","볼음도길","계획관리","숙박","8m미만","66.24","187.00","2,500","null","202011","9"," ","1980",""
"인천광역시 강화군 서도면 주문도리","일반","8**","주문도길","계획관리","제2종근린생활","8m미만","101.46","317.00","7,500","null","202004","28"," ","2004",""
"인천광역시 강화군 선원면 금월리","일반","1**","선원사지로191번길","계획관리","제2종근린생활","8m미만","43.64","214.00","9,300","null","202005","6"," ","2011",""
"인천광역시 강화군 선원면 금월리","일반","5**","연동로","계획관리","제2종근린생활","12m미만","212.48","397.00","24,500","null","202009","28"," ","2001","20201008"
"인천광역시 강화군 선원면 금월리","일반","5**","연동로","계획관리","제2종근린생활","12m미만","212.48","397.00","24,500","null","202009","28"," ","2001",""
"인천광역시 강화군 선원면 선행리","일반","5**","시리미로237번길","보전관리","제2종근린생활","8m미만","159.41","544.00","30,000","null","202007","15"," ","2007","20200824"
"인천광역시 강화군 선원면 선행리","일반","5**","시리미로237번길","보전관리","제2종근린생활","8m미만","159.41","544.00","29,890","null","202007","15"," ","2007",""
"인천광역시 강화군 선원면 신정리","일반","2**","선원사지로","계획관리","제2종근린생활","8m미만","104.43","434.00","23,540","null","202009","18"," ","1935",""
"인천광역시 강화군 선원면 신정리","일반","3**","해안동로","계획관리","제2종근린생활","12m미만","849.93","604.00","75,000","null","202101","18"," ","1996",""
"인천광역시 강화군 선원면 연리","일반","4**","해안동로","계획관리","제2종근린생활","12m미만","95","310.00","29,000","null","202012","9"," ","2000","20210218"
"인천광역시 강화군 선원면 연리","일반","4**","해안동로","계획관리","제2종근린생활","12m미만","95","310.00","29,000","null","202101","25"," ","2000",""
"인천광역시 강화군 선원면 지산리","일반","2**","해안동로","농림","제1종근린생활","8m미만","178.5","834.00","39,500","null","202005","20"," ","1995",""
"인천광역시 강화군 선원면 창리","일반","3**","중앙로","계획관리","제2종근린생활","25m미만","168.75","69.00","22,500","null","202006","12"," ","null",""
"인천광역시 강화군 선원면 창리","집합","6**","중앙로","계획관리","제2종근린생활","25m미만","33.3"," ","3,400","2","202007","27"," ","2001",""
"인천광역시 강화군 송해면 숭뢰리","일반","2**","상도숭뢰길176번길","계획관리","제2종근린생활","8m미만","108.46","148.00","23,000","null","202007","18"," ","2017",""
"인천광역시 강화군 송해면 신당리","일반","7**","-","계획관리","제2종근린생활","8m미만","69.88","165.00","3,500","null","202006","15"," ","1925",""
"인천광역시 강화군 송해면 하도리","일반","6**","-","농림","업무","8m미만","60.8","330.00","8,200","null","202009","7"," ","2011",""
"인천광역시 강화군 양도면 삼흥리","일반","1***","강화남로905번길","계획관리","제2종근린생활","8m미만","50.08","495.00","17,500","null","202007","16"," ","2012",""
"인천광역시 강화군 양도면 삼흥리","일반","1**","강화남로","생산관리","기타","8m미만","531.33","2131.00","62,000","null","202009","26"," ","2009","20201025"
"인천광역시 강화군 양도면 삼흥리","일반","1**","강화남로","생산관리","기타","8m미만","531.33","2131.00","62,000","null","202009","26"," ","2009",""
"인천광역시 강화군 양도면 인산리","일반","5*","중앙로787번길","농림","제1종근린생활","8m미만","156.65","578.00","27,000","null","202007","19"," ","2017",""
"인천광역시 강화군 양도면 인산리","일반","5*","중앙로787번길","농림","제1종근린생활","8m미만","106.56","560.00","22,000","null","202007","28"," ","2017","20200928"
"인천광역시 강화군 양도면 인산리","집합","2**","중앙로","농림","제1종근린생활","25m미만","52.8"," ","5,000","2","202008","12"," ","1990","20200904"
"인천광역시 강화군 양도면 인산리","집합","2**","중앙로","농림","기타","25m미만","52.8"," ","6,500","1","202008","12"," ","1990","20200904"
"인천광역시 강화군 양도면 인산리","집합","2**","중앙로","농림","제1종근린생활","25m미만","52.8"," ","8,500","2","202008","15"," ","1990",""
"인천광역시 강화군 양도면 인산리","일반","5*","중앙로787번길","농림","제1종근린생활","8m미만","106.56","560.00","22,500","null","202009","22"," ","2017",""
"인천광역시 강화군 양도면 조산리","일반","2**","강화남로","계획관리","교육연구","8m미만","399.3","1355.00","40,000","null","202009","11"," ","2008",""
"인천광역시 강화군 양사면 인화리","일반","1***","인화로301번길","생산관리","제2종근린생활","8m미만","133.6","675.00","16,591","null","202003","9"," ","2018",""
"인천광역시 강화군 양사면 인화리","일반","1***","인화로301번길","생산관리","제2종근린생활","8m미만","172.8","893.00","24,580","null","202012","12"," ","2018",""
"인천광역시 강화군 하점면 이강리","일반","3**","강화서로","계획관리","교육연구","12m미만","1248.91","13472.00","249,230","null","202102","3"," ","2010",""
"인천광역시 강화군 하점면 장정리","일반","7**","강화대로1100번길","계획관리","제2종근린생활","8m미만","99","415.00","22,000","null","202004","19"," ","2012",""
"인천광역시 강화군 하점면 장정리","일반","7**","강화대로1100번길","계획관리","제2종근린생활","8m미만","99","415.00","22,000","null","202004","19"," ","2012","20200612"
"인천광역시 강화군 하점면 장정리","일반","7**","강화대로1100번길","계획관리","제2종근린생활","8m미만","98.86","503.00","25,200","null","202006","15"," ","2012",""
"인천광역시 강화군 하점면 장정리","일반","7**","강화대로1100번길","계획관리","제2종근린생활","8m미만","99.05","468.00","23,420","null","202008","5"," ","2012",""
"인천광역시 강화군 하점면 창후리","일반","6**","창후로202번길","계획관리","제1종근린생활","12m미만","479.04","994.00","33,470","null","202004","17"," ","2000",""
"인천광역시 강화군 하점면 창후리","일반","7**","-","계획관리","제2종근린생활","12m미만","162.8","332.00","10,000","null","202012","8"," ","null",""
"인천광역시 강화군 화도면 내리","일반","1***","해안남로","계획관리","제2종근린생활","12m미만","174.74","327.00","25,000","null","202006","29"," ","2009",""
"인천광역시 강화군 화도면 내리","집합","1***","해안남로2903번길","계획관리","제2종근린생활","8m미만","326.92"," ","12,800","1","202007","20"," ","2000",""
"인천광역시 강화군 화도면 내리","집합","1***","해안남로2903번길","계획관리","제2종근린생활","8m미만","14.08"," ","5,500","1","202007","20"," ","2000",""
"인천광역시 강화군 화도면 내리","집합","1***","해안남로2903번길","계획관리","제2종근린생활","8m미만","14.08"," ","5,500","1","202007","20"," ","2000",""
"인천광역시 강화군 화도면 내리","집합","1***","해안남로2903번길","계획관리","제2종근린생활","8m미만","449.76"," ","17,700","1","202007","20"," ","2000",""
"인천광역시 강화군 화도면 내리","집합","1***","해안남로2903번길","계획관리","제2종근린생활","8m미만","804.84"," ","30,500","2","202007","20"," ","2000",""
"인천광역시 강화군 화도면 내리","집합","1***","해안남로","계획관리","숙박","8m미만","49.87"," ","28,000","4","202008","7"," ","2020",""
"인천광역시 강화군 화도면 내리","집합","1***","해안남로","계획관리","숙박","8m미만","60.81"," ","29,600","1","202008","19"," ","2020",""
"인천광역시 강화군 화도면 내리","일반","1***","안골길131번길","계획관리","제1종근린생활","8m미만","52.25","278.00","18,000","null","202009","10"," ","2019",""
"인천광역시 강화군 화도면 내리","일반","1***","해안남로","계획관리","제1종근린생활","12m미만","624.96","661.00","75,000","null","202102","15"," ","2001",""
"인천광역시 강화군 화도면 덕포리","일반","1***","마니산로410번길","계획관리","제2종근린생활","12m미만","73.32","291.00","11,500","null","202005","3"," ","2010",""
"인천광역시 강화군 화도면 덕포리","일반","1***","마니산로","계획관리","제1종근린생활","8m미만","263.52","617.00","65,000","null","202008","21"," ","2014",""
"인천광역시 강화군 화도면 덕포리","일반","9**","마니산로410번길","계획관리","제1종근린생활","8m미만","91.34","730.00","28,000","null","202011","14"," ","null",""
"인천광역시 강화군 화도면 문산리","일반","4**","마니산로613번길","계획관리","교육연구","8m미만","352.39","757.00","74,470","null","202010","6"," ","2010",""
"인천광역시 강화군 화도면 상방리","일반","8**","가능포로","계획관리","제1종근린생활","8m미만","56","89.00","9,500","null","202003","7"," ","null",""
"인천광역시 강화군 화도면 상방리","일반","7**","가능포로","계획관리","제2종근린생활","8m미만","331.2","916.00","14,000","null","202007","30"," ","1996",""
"인천광역시 강화군 화도면 여차리","일반","*","해안남로1998번길","보전관리","제2종근린생활","8m미만","105.83","2279.00","49,000","null","202007","9"," ","2017",""
"인천광역시 강화군 화도면 장화리","일반","1***","동녘말길","보전관리","제2종근린생활","8m미만","468.25","1600.00","76,820","null","202010","5"," ","2004",""
"인천광역시 계양구 계산동","집합","9**","경명대로","준주거","제1종근린생활","25m이상","71.64"," ","11,569","null","202003","5"," ","1993",""
"인천광역시 계양구 계산동","집합","9**","경명대로","준주거","제1종근린생활","25m이상","77.51"," ","12,517","null","202003","5"," ","1993",""
"인천광역시 계양구 계산동","집합","9**","경명대로","준주거","제1종근린생활","25m이상","83.49"," ","13,484","null","202003","5"," ","1993",""
"인천광역시 계양구 계산동","집합","9**","하느재로","제2종일반주거","판매","12m미만","27.55"," ","6,000","null","202003","9"," ","1991",""
"인천광역시 계양구 계산동","집합","9**","하느재로","제2종일반주거","판매","12m미만","10.95"," ","1,130","null","202003","11"," ","1991",""
"인천광역시 계양구 계산동","집합","9**","하느재로","제2종일반주거","판매","12m미만","10.13"," ","1,630","null","202003","11"," ","1991",""
"인천광역시 계양구 계산동","일반","9**","하느재로9번길","제2종일반주거","제1종근린생활","12m미만","1082.68","312.60","122,000","null","202003","15"," ","1992",""
