"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 제주특별자치도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"제주특별자치도 서귀포시 대정읍 상모리","3841","3841","0","빌라드 그리움","37.42","202005","12","9,500","5","2017"," ",""
"제주특별자치도 서귀포시 대정읍 상모리","3841","3841","0","빌라드 그리움","56.79","202006","3","15,500","4","2017"," ",""
"제주특별자치도 서귀포시 대정읍 상모리","3943-4","3943","4","해누리","105.76","202012","22","20,000","3","2015"," ",""
"제주특별자치도 서귀포시 대정읍 하모리","557-1","557","1","(557-1)","34.97","202005","6","11,000","2","null","최남단해안로125번길 35",""
"제주특별자치도 서귀포시 대정읍 하모리","1394-2","1394","2","가온누리","81.41","202011","6","16,300","6","2016"," ",""
"제주특별자치도 서귀포시 대포동","765","765","0","대포동루체클래식","84.66","202006","1","35,500","1","2018","대포로 32-5",""
"제주특별자치도 서귀포시 대포동","765","765","0","대포동루체클래식","84.68","202007","29","32,800","2","2018","대포로 32-5",""
"제주특별자치도 서귀포시 대포동","765","765","0","대포동루체클래식","84.68","202008","22","35,500","2","2018","대포로 32-5",""
"제주특별자치도 서귀포시 대포동","810","810","0","더바른오피스텔","35.65","202004","29","11,500","4","2017"," ",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","19,000","2","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","22,500","4","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84.37","202007","27","21,500","4","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","21,500","3","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84.29","202007","27","21,000","3","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","19,250","1","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84.37","202007","27","25,500","6","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","25,500","6","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","76.86","202007","27","25,500","6","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84.29","202007","27","19,000","7","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","20,000","7","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","20,000","7","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84.37","202007","27","19,900","1","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84.37","202007","27","20,100","2","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","22,000","7","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","76.86","202007","27","19,000","7","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","22,000","8","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","25,500","2","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","19,000","2","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","25,500","2","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","25,500","3","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","76.86","202007","27","25,500","3","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","25,500","4","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","19,000","4","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84.14","202007","27","19,000","4","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","76.86","202007","27","25,500","4","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","25,500","5","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","21,100","5","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84","202007","27","19,000","6","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84.37","202007","27","22,000","5","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84.14","202008","21","21,564","8","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","386-1","386","1","동홍동코아루오션뷰오피스텔","84.14","202008","21","21,564","7","2017","태평로 499",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","52.16","202010","22","28,000","7","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","52.16","202010","26","25,500","6","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","23.02","202010","26","12,500","6","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","18.76","202011","2","11,500","4","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","18.76","202011","12","11,500","4","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","52.16","202011","12","25,000","8","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","23.02","202011","12","14,000","6","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","23.02","202011","12","14,000","7","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","18.76","202012","4","11,500","4","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","23.02","202012","4","14,000","8","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","52.16","202012","18","25,500","5","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","18.76","202101","18","11,500","4","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","509-3","509","3","리움 오피스텔","18.76","202102","22","11,000","5","2020","동홍로 102",""
"제주특별자치도 서귀포시 동홍동","393-3","393","3","지예타워 V","78.18","202010","12","18,000","4","2015","태평로 483",""
"제주특별자치도 서귀포시 법환동","747-1","747","1","더프라임","31.94","202101","17","13,500","6","2017"," ",""
"제주특별자치도 서귀포시 법환동","736-7","736","7","제주 오션스카이 아파트","69.98","202011","10","17,000","3","null","김정문화로41번길 26",""
"제주특별자치도 서귀포시 서귀동","163-11","163","11","남양오피스텔","38.25","202005","6","4,600","10","1994","태평로 438",""
"제주특별자치도 서귀포시 서귀동","163-11","163","11","남양오피스텔","25.03","202006","11","3,000","6","1994","태평로 438",""
"제주특별자치도 서귀포시 서귀동","163-11","163","11","남양오피스텔","25.03","202009","21","2,500","10","1994","태평로 438",""
"제주특별자치도 서귀포시 서귀동","163-11","163","11","남양오피스텔","25.03","202009","26","2,500","5","1994","태평로 438",""
"제주특별자치도 서귀포시 서귀동","163-11","163","11","남양오피스텔","41.06","202010","12","3,100","6","1994","태평로 438",""
"제주특별자치도 서귀포시 서귀동","163-11","163","11","남양오피스텔","38.25","202011","11","3,900","8","1994","태평로 438",""
"제주특별자치도 서귀포시 서귀동","163-11","163","11","남양오피스텔","25.03","202011","21","2,500","8","1994","태평로 438",""
"제주특별자치도 서귀포시 서귀동","163-11","163","11","남양오피스텔","38.25","202012","27","3,300","9","1994","태평로 438",""
"제주특별자치도 서귀포시 서귀동","163-11","163","11","남양오피스텔","39","202102","4","3,650","2","1994","태평로 438",""
"제주특별자치도 서귀포시 서귀동","163-11","163","11","남양오피스텔","41.06","202102","22","3,700","6","1994","태평로 438",""
"제주특별자치도 서귀포시 서귀동","272-34","272","34","남주 오피스텔","47.34","202008","5","2,000","5","1994","중정로91번길 13",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","36","202004","7","2,800","4","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","36","202004","13","3,000","6","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","44","202007","1","4,200","9","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","32","202008","14","2,000","12","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","32","202008","18","2,000","8","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","44","202009","16","2,500","9","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","32","202010","6","4,900","12","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","44","202012","14","4,100","9","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","44","202101","23","6,000","12","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","32","202102","4","3,250","10","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","32","202102","18","2,800","10","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","36.4","202102","19","3,500","11","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","44","202102","25","4,200","10","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","44","202102","26","2,600","4","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","32","202102","26","3,200","5","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","251-1","251","1","선경오피스텔","36","202102","26","2,200","10","1992","중정로 123",""
"제주특별자치도 서귀포시 서귀동","307-10","307","10","수앤수","79.07","202003","24","30,000","9","2017","중앙로71번길 15-5",""
"제주특별자치도 서귀포시 서귀동","307-10","307","10","수앤수","33.85","202011","20","13,000","10","2017","중앙로71번길 15-5",""
"제주특별자치도 서귀포시 서귀동","433-4","433","4","예지퍼스트","67.55","202009","17","28,000","6","2020","태평로353번길 22-7",""
"제주특별자치도 서귀포시 서귀동","433-4","433","4","예지퍼스트","67.55","202101","25","27,133","4","2020","태평로353번길 22-7",""
"제주특별자치도 서귀포시 서귀동","433-4","433","4","예지퍼스트","65.82","202101","28","22,000","4","2020","태평로353번길 22-7",""
"제주특별자치도 서귀포시 서귀동","433-4","433","4","예지퍼스트","73.58","202101","28","24,000","4","2020","태평로353번길 22-7",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","59.74","202003","4","27,691","2","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","46.17","202003","4","21,301","2","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","62.48","202003","4","28,917","2","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","66.15","202003","4","30,586","2","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","49.99","202003","4","23,134","2","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","49.99","202003","4","24,990","5","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","66.15","202003","4","31,368","3","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","62.48","202003","4","29,631","3","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","49.99","202003","4","23,705","3","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","46.17","202003","4","21,896","3","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","59.74","202003","4","28,322","3","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","66.15","202003","4","32,249","4","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","62.48","202003","4","30,464","4","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","49.99","202003","4","24,395","4","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","48.19","202003","4","23,503","4","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","48.19","202003","4","24,157","5","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","70.27","202003","4","34,272","4","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","66.15","202003","4","33,201","5","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","62.48","202003","4","31,357","5","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","70.27","202003","4","35,224","5","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","66.15","202003","4","34,034","6","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","62.48","202003","4","32,130","6","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","49.99","202003","4","25,704","6","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","48.19","202003","4","24,752","6","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","70.27","202003","4","36,176","6","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","66.15","202003","4","34,986","7","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","62.48","202003","4","32,963","7","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","49.99","202003","4","26,299","7","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","48.19","202003","4","25,466","7","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서호동","798","798","0","웰스 플레이스","70.27","202003","4","37,128","7","2020","막동산로46번길 10",""
"제주특별자치도 서귀포시 서홍동","285-3","285","3","서강파인힐5차","24.65","202101","5","6,000","1","null","중앙로 199",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","61.95","202006","12","14,275","1","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","60.93","202006","12","14,275","5","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","64.77","202006","12","14,275","2","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","61.95","202006","12","14,275","2","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","60.93","202006","12","14,275","2","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","63.45","202006","12","14,275","3","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","64.77","202006","12","14,275","3","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","61.95","202006","12","14,275","3","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","60.93","202006","12","14,275","3","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","64.77","202006","12","14,275","1","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","63.45","202006","12","14,275","4","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","64.77","202006","12","14,275","4","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","61.95","202006","12","14,275","4","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","60.93","202006","12","14,275","4","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","63.45","202006","12","14,275","5","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","64.77","202006","12","14,275","5","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","61.95","202006","12","14,275","5","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 신효동","843","843","0","신효스위트포레","63.45","202006","12","14,275","2","2019","효돈로 146-1",""
"제주특별자치도 서귀포시 안덕면 화순리","1054-6","1054","6","엘림피렌체 B동","84.88","202003","2","22,400","2","null"," ",""
"제주특별자치도 서귀포시 중문동","2028-1","2028","1","세움엠시티","29.49","202011","2","22,000","8","2018","천제연로 198",""
"제주특별자치도 서귀포시 중문동","2028-1","2028","1","세움엠시티","30.55","202011","3","17,800","8","2018","천제연로 198",""
"제주특별자치도 서귀포시 표선면 표선리","666","666","0","라온제나오피스텔","70.22","202005","29","30,369","3","2019"," ",""
"제주특별자치도 서귀포시 표선면 표선리","1591-5","1591","5","세베스트아파트","84.95","202004","18","25,000","2","2019","표선동서로193번길 37",""
"제주특별자치도 제주시 건입동","1123-57","1123","57","(1123-57)","70.04","202010","7","23,814","2","2020","만덕로6길 19",""
"제주특별자치도 제주시 건입동","1123-57","1123","57","(1123-57)","70.04","202010","7","22,000","2","2020","만덕로6길 19","20201104"
"제주특별자치도 제주시 건입동","657-5","657","5","더클래식 1차","84.49","202006","25","25,500","7","2017"," ",""
"제주특별자치도 제주시 건입동","657-5","657","5","더클래식 1차","84.48","202007","17","25,000","10","2017"," ",""
"제주특별자치도 제주시 구좌읍 김녕리","1700-5","1700","5","광영타운","84.47","202011","25","20,000","3","2019"," ",""
"제주특별자치도 제주시 구좌읍 김녕리","1700-5","1700","5","광영타운","77.65","202102","17","17,000","3","2019"," ",""
"제주특별자치도 제주시 노형동","905-3","905","3","	(905-3)	","36.86","202007","4","8,200","7","1991","도령로 40","20200708"
"제주특별자치도 제주시 노형동","905-3","905","3","	(905-3)	","36.86","202007","8","8,200","7","1991","도령로 40",""
"제주특별자치도 제주시 노형동","905-3","905","3","	(905-3)	","36.86","202010","5","7,000","7","1991","도령로 40",""
"제주특별자치도 제주시 노형동","905-3","905","3","	(905-3)	","32.76","202102","3","5,700","4","1991","도령로 40",""
"제주특별자치도 제주시 노형동","905-3","905","3","	(905-3)	","36.86","202102","24","6,950","12","1991","도령로 40",""
"제주특별자치도 제주시 노형동","1046-12","1046","12","(1046-12)","83.39","202003","2","40,794","8","2017","월랑로10길 39",""
"제주특별자치도 제주시 노형동","2525-8","2525","8","(2525-8)","84.72","202010","8","37,130","4","2019","정존5길 23",""
"제주특별자치도 제주시 노형동","2525-8","2525","8","(2525-8)","84.72","202010","8","37,790","2","2019","정존5길 23",""
"제주특별자치도 제주시 노형동","2574-2","2574","2","(2574-2)","73.65","202004","27","32,821","7","2018","월광로 140",""
"제주특별자치도 제주시 노형동","2574-2","2574","2","(2574-2)","84.97","202004","27","43,065","8","2018","월광로 140",""
"제주특별자치도 제주시 노형동","2574-2","2574","2","(2574-2)","84.97","202004","27","36,565","3","2018","월광로 140",""
"제주특별자치도 제주시 노형동","2574-2","2574","2","(2574-2)","73.65","202004","27","32,221","5","2018","월광로 140",""
"제주특별자치도 제주시 노형동","2574-2","2574","2","(2574-2)","83.31","202004","27","42,344","8","2018","월광로 140",""
"제주특별자치도 제주시 노형동","2574-2","2574","2","(2574-2)","84.97","202004","27","37,465","6","2018","월광로 140",""
"제주특별자치도 제주시 노형동","2574-2","2574","2","(2574-2)","73.65","202004","27","32,521","6","2018","월광로 140",""
"제주특별자치도 제주시 노형동","2574-2","2574","2","(2574-2)","81.46","202005","7","36,023","6","2018","월광로 140",""
"제주특별자치도 제주시 노형동","726-1","726","1","노형 ETAS I","81.02","202008","11","20,000","5","2014","연북로 48",""
"제주특별자치도 제주시 노형동","711-5","711","5","노형 이타스 2","81.75","202009","22","25,800","14","2015"," ",""
"제주특별자치도 제주시 노형동","711-5","711","5","노형 이타스 2","80.33","202010","10","26,500","13","2015"," ",""
"제주특별자치도 제주시 노형동","711-5","711","5","노형 이타스 2","55.23","202011","10","19,500","5","2015"," ",""
"제주특별자치도 제주시 노형동","711-5","711","5","노형 이타스 2","80.33","202011","28","25,200","5","2015"," ",""
"제주특별자치도 제주시 노형동","721-2","721","2","노형 이타스Ⅲ","83.66","202101","24","25,000","5","2016","과원북4길 17","20210125"
"제주특별자치도 제주시 노형동","725-4","725","4","녹색도시","82.54","202005","11","27,000","5","2015"," ",""
"제주특별자치도 제주시 노형동","725-4","725","4","녹색도시","82.54","202012","21","26,000","11","2015"," ",""
"제주특별자치도 제주시 노형동","725-4","725","4","녹색도시","82.54","202101","18","21,164","5","2015"," ",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202003","3","4,800","2","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202003","7","5,400","10","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202004","4","4,800","6","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202007","16","6,000","12","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202009","29","4,700","5","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202010","11","4,200","8","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202010","14","4,700","8","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202011","13","4,950","12","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202011","13","4,900","12","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202011","28","5,500","5","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","40.28","202012","7","9,400","8","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202012","10","4,950","11","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202012","10","4,950","12","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202012","21","5,500","14","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202101","22","4,200","11","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202102","10","5,300","13","2004","연북로 45",""
"제주특별자치도 제주시 노형동","722-3","722","3","메르헨하우스2","20.14","202102","22","5,500","3","2004","연북로 45",""
