"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20200229 ~ 20210228"
"실거래구분 : 토지(매매)"
"주소구분 : 지번주소"
"시도 : 제주특별자치도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"시군구","번지","지목","용도지역","도로조건","계약년월","계약일","계약면적(㎡)","거래금액(만원)","지분구분","해제사유발생일"
"제주특별자치도 제주시 한경면 두모리","1***","도로","계획관리지역","-","202003","3","21","13","지분",""
"제주특별자치도 서귀포시 상예동","4***","목장용지","자연녹지지역","-","202003","3","4149","13,805"," ",""
"제주특별자치도 서귀포시 상예동","4***","목장용지","자연녹지지역","-","202003","3","4261","14,179"," ",""
"제주특별자치도 제주시 조천읍 교래리","1**","전","생산관리지역","8m미만","202003","3","1005","15,000"," ",""
"제주특별자치도 제주시 아라일동","6***","대","제2종일반주거지역","12m미만","202003","3","682.3","181,000"," ",""
"제주특별자치도 서귀포시 대정읍 하모리","2***","대","제2종일반주거지역","-","202003","3","34","2,781"," ",""
"제주특별자치도 서귀포시 표선면 성읍리","2**","임야","계획관리지역","-","202003","3","493","2,900","지분",""
"제주특별자치도 제주시 한경면 두모리","1***","임야","계획관리지역","8m미만","202003","3","127","232","지분",""
"제주특별자치도 제주시 애월읍 납읍리","1***","전","계획관리지역","12m미만","202003","3","347","3,000"," ",""
"제주특별자치도 서귀포시 대정읍 영락리","1***","전","계획관리지역","8m미만","202003","3","2407","33,600"," ",""
"제주특별자치도 제주시 애월읍 납읍리","1***","임야","생산관리지역","-","202003","3","2308","39,500"," ",""
"제주특별자치도 서귀포시 표선면 하천리","1***","임야","계획관리지역","-","202003","3","661","4,400"," ",""
"제주특별자치도 제주시 애월읍 납읍리","1***","전","계획관리지역","12m미만","202003","3","260","4,500"," ",""
"제주특별자치도 제주시 외도일동","2***","전","자연녹지지역","8m미만","202003","3","1483","40,000"," ",""
"제주특별자치도 제주시 구좌읍 하도리","3***","전","자연녹지지역","8m미만","202003","3","1458","41,500"," ",""
"제주특별자치도 제주시 한경면 두모리","1***","전","계획관리지역","8m미만","202003","3","1191","5,846","지분",""
"제주특별자치도 제주시 한경면 고산리","2***","대","자연녹지지역","8m미만","202003","3","6.5","596","지분",""
"제주특별자치도 제주시 애월읍 납읍리","1***","임야","생산관리지역","-","202003","3","4284","73,000"," ",""
"제주특별자치도 제주시 한경면 두모리","1***","도로","계획관리지역","-","202003","3","5.5","9","지분",""
"제주특별자치도 서귀포시 상예동","4***","목장용지","자연녹지지역","8m미만","202003","3","2884","9,592"," ",""
"제주특별자치도 서귀포시 대정읍 하모리","6**","대","제2종일반주거지역","-","202003","3","12","982"," ",""
"제주특별자치도 서귀포시 안덕면 서광리","2***","과수원","계획관리지역","-","202003","4","56","1,300"," ",""
"제주특별자치도 제주시 한림읍 협재리","1***","주차장","제2종일반주거지역","8m미만","202003","4","76","11,000"," ",""
"제주특별자치도 서귀포시 성산읍 난산리","2***","임야","계획관리지역","-","202003","4","3260","11,225"," ",""
"제주특별자치도 제주시 조천읍 북촌리","2***","전","자연환경보전","25m미만","202003","4","3884","11,580"," ",""
"제주특별자치도 서귀포시 표선면 표선리","1***","전","계획관리지역","-","202003","4","1540","12,000"," ",""
"제주특별자치도 제주시 조천읍 북촌리","2***","전","자연환경보전","-","202003","4","4588","13,850"," ",""
"제주특별자치도 서귀포시 대정읍 신평리","5**","전","계획관리지역","8m미만","202003","4","364","15,200"," ",""
"제주특별자치도 제주시 조천읍 북촌리","2***","전","자연환경보전","25m미만","202003","4","5342","16,120"," ",""
"제주특별자치도 서귀포시 대정읍 신평리","5**","전","계획관리지역","8m미만","202003","4","390","16,300"," ",""
"제주특별자치도 제주시 조천읍 북촌리","2***","전","자연환경보전","-","202003","4","5845","17,400"," ",""
"제주특별자치도 제주시 해안동","2*","전","자연녹지지역","8m미만","202003","4","330","17,500"," ",""
"제주특별자치도 제주시 해안동","2*","전","자연녹지지역","8m미만","202003","4","330","17,500"," ",""
"제주특별자치도 제주시 한경면 조수리","2***","임야","계획관리지역","8m미만","202003","4","99","175","지분","20200309"
"제주특별자치도 서귀포시 상효동","1***","전","자연녹지지역","8m미만","202003","4","192","2,500"," ",""
"제주특별자치도 제주시 조천읍 북촌리","2***","전","자연환경보전","-","202003","4","1094","3,250"," ",""
"제주특별자치도 제주시 오등동","산1**","임야","보전관리지역","-","202003","4","28611","30,000"," ",""
"제주특별자치도 제주시 애월읍 봉성리","1***","임야","계획관리지역","-","202003","4","11","300"," ",""
"제주특별자치도 제주시 애월읍 수산리","2***","전","계획관리지역","12m미만","202003","4","2250","37,500"," ",""
"제주특별자치도 제주시 구좌읍 세화리","2***","임야","계획관리지역","8m미만","202003","4","99","4,110","지분",""
"제주특별자치도 서귀포시 서홍동","9**","답","보전녹지지역","-","202003","4","573","4,300"," ",""
"제주특별자치도 제주시 구좌읍 행원리","2***","임야","계획관리지역","8m미만","202003","4","17","445","지분",""
"제주특별자치도 제주시 도련일동","1***","대","제1종전용주거지역","12m미만","202003","4","340.1","48,000"," ",""
"제주특별자치도 제주시 도련일동","1***","주차장","제1종전용주거지역","12m미만","202003","4","34.7","5,000"," ",""
"제주특별자치도 서귀포시 성산읍 신산리","1***","임야","계획관리지역","25m미만","202003","4","314","5,000"," ",""
"제주특별자치도 제주시 조천읍 북촌리","2***","전","자연환경보전","-","202003","4","1772","5,270"," ",""
"제주특별자치도 제주시 애월읍 광령리","3***","전","자연녹지지역","8m미만","202003","4","1097","51,000"," ",""
"제주특별자치도 제주시 한경면 고산리","2***","대","자연녹지지역","8m미만","202003","4","6.5","596","지분",""
"제주특별자치도 서귀포시 표선면 성읍리","2***","전","계획관리지역","-","202003","4","3521","6,500","지분",""
"제주특별자치도 제주시 애월읍 금성리","6**","전","제1종일반주거지역","-","202003","4","66","7,000","지분",""
"제주특별자치도 서귀포시 성산읍 삼달리","9**","임야","계획관리지역","-","202003","4","2704","7,300"," ",""
"제주특별자치도 제주시 조천읍 북촌리","2***","전","자연환경보전","-","202003","4","2495","7,530"," ",""
"제주특별자치도 제주시 한림읍 상대리","2**","전","계획관리지역","12m미만","202003","4","1910","7,990"," ",""
"제주특별자치도 제주시 애월읍 금성리","6**","전","제1종일반주거지역","-","202003","4","82","8,750","지분",""
"제주특별자치도 제주시 애월읍 고내리","7**","전","보전관리지역","-","202003","4","106","800"," ",""
"제주특별자치도 서귀포시 대정읍 보성리","1***","전","생산관리지역","-","202003","4","660","9,000"," ",""
"제주특별자치도 서귀포시 성산읍 난산리","1***","임야","계획관리지역","-","202003","4","2688","9,257"," ",""
"제주특별자치도 서귀포시 성산읍 난산리","2***","임야","계획관리지역","-","202003","4","2764","9,518"," ",""
"제주특별자치도 서귀포시 표선면 성읍리","2***","임야","계획관리지역","-","202003","5","77","1,750","지분",""
"제주특별자치도 서귀포시 하효동","7**","과수원","제2종일반주거지역","25m미만","202003","5","124","11,000"," ",""
"제주특별자치도 서귀포시 안덕면 사계리","7**","임야","계획관리지역","-","202003","5","5584","135,000"," ",""
"제주특별자치도 서귀포시 표선면 하천리","2***","임야","계획관리지역","-","202003","5","3990","15,000"," ",""
"제주특별자치도 제주시 한림읍 금능리","1***","전","자연녹지지역","25m이상","202003","5","205","2,050"," ",""
"제주특별자치도 제주시 구좌읍 하도리","3***","전","자연녹지지역","8m미만","202003","5","70","2,100","지분",""
"제주특별자치도 제주시 구좌읍 행원리","3***","임야","계획관리지역","8m미만","202003","5","132","2,200","지분",""
"제주특별자치도 제주시 애월읍 광령리","3***","전","계획관리지역","-","202003","5","904","21,840"," ",""
"제주특별자치도 제주시 애월읍 금성리","4**","묘지","제1종일반주거지역","-","202003","5","122","300"," ",""
"제주특별자치도 제주시 영평동","2***","과수원","자연녹지지역","-","202003","5","199","38,500"," ",""
"제주특별자치도 서귀포시 표선면 성읍리","2***","임야","계획관리지역","8m미만","202003","5","182","4,125","지분",""
"제주특별자치도 제주시 연동","1***","임야","자연녹지지역","25m미만","202003","5","1615","45,000"," ",""
"제주특별자치도 제주시 봉개동","7**","과수원","생산녹지지역","25m미만","202003","5","1322","45,000"," ",""
"제주특별자치도 제주시 우도면 연평리","3**","전","계획관리지역","-","202003","5","165","6,000"," ",""
"제주특별자치도 서귀포시 상예동","2***","임야","자연녹지지역","-","202003","5","184","6,414","지분",""
"제주특별자치도 제주시 노형동","3***","과수원","자연녹지지역","-","202003","5","66","600"," ",""
"제주특별자치도 제주시 애월읍 곽지리","1***","전","자연녹지지역","-","202003","5","1722","7,100"," ",""
"제주특별자치도 서귀포시 안덕면 동광리","9**","임야","계획관리지역","8m미만","202003","5","159.5","7,500","지분",""
"제주특별자치도 서귀포시 표선면 성읍리","2***","임야","계획관리지역","8m미만","202003","5","331","7,500","지분",""
"제주특별자치도 제주시 애월읍 장전리","1**","임야","계획관리지역","-","202003","5","288","8,500"," ",""
"제주특별자치도 제주시 애월읍 금성리","7**","전","자연녹지지역","-","202003","6","686","1,350"," ",""
"제주특별자치도 제주시 구좌읍 세화리","2***","임야","계획관리지역","8m미만","202003","6","33","1,370","지분",""
"제주특별자치도 서귀포시 대정읍 하모리","2***","대","제2종일반주거지역","-","202003","6","15","1,380"," ",""
"제주특별자치도 제주시 한림읍 대림리","1***","전","자연녹지지역","-","202003","6","1491","13,000"," ",""
"제주특별자치도 서귀포시 성산읍 수산리","2***","임야","계획관리지역","8m미만","202003","6","1653","13,000","지분",""
"제주특별자치도 서귀포시 안덕면 사계리","3***","전","계획관리지역","8m미만","202003","6","510","13,000"," ",""
"제주특별자치도 제주시 애월읍 납읍리","8**","전","계획관리지역","12m미만","202003","6","1420","13,329","지분",""
"제주특별자치도 서귀포시 성산읍 수산리","2***","임야","계획관리지역","8m미만","202003","6","1653","15,000","지분",""
"제주특별자치도 서귀포시 남원읍 하례리","1***","임야","자연녹지지역","8m미만","202003","6","350","16,000"," ",""
"제주특별자치도 제주시 구좌읍 상도리","4**","임야","자연녹지지역","8m미만","202003","6","102","2,100"," ",""
"제주특별자치도 서귀포시 대정읍 하모리","6**","대","제2종일반주거지역","-","202003","6","31","2,852"," ",""
"제주특별자치도 제주시 오등동","산1**","임야","생산관리지역","-","202003","6","28612","29,500"," ",""
"제주특별자치도 서귀포시 표선면 가시리","1***","임야","계획관리지역","-","202003","6","5178","3,000"," ",""
"제주특별자치도 서귀포시 중문동","1*","임야","농림지역","-","202003","6","3616","3,499"," ",""
"제주특별자치도 서귀포시 안덕면 사계리","3***","전","계획관리지역","8m미만","202003","6","143","3,500","지분",""
"제주특별자치도 제주시 오등동","산1**","임야","보전관리지역","-","202003","6","28611","30,000"," ",""
"제주특별자치도 제주시 일도일동","1***","대","일반상업지역","8m미만","202003","6","112","35,000"," ",""
"제주특별자치도 서귀포시 중문동","1*","임야","농림지역","-","202003","6","403","390"," ",""
"제주특별자치도 제주시 애월읍 광령리","3***","전","계획관리지역","8m미만","202003","6","1619","49,000"," ","20200331"
"제주특별자치도 제주시 애월읍 광령리","3***","전","계획관리지역","8m미만","202003","6","1619","49,000"," ",""
"제주특별자치도 제주시 조천읍 선흘리","3***","임야","계획관리지역","-","202003","6","198","5,000"," ",""
"제주특별자치도 제주시 애월읍 납읍리","8**","전","계획관리지역","12m미만","202003","6","635","5,960","지분",""
"제주특별자치도 서귀포시 중문동","*","임야","농림지역","-","202003","6","565","536"," ",""
"제주특별자치도 제주시 애월읍 광령리","3***","도로","계획관리지역","-","202003","6","225","6,800"," ",""
"제주특별자치도 제주시 애월읍 납읍리","8**","도로","계획관리지역","-","202003","6","9","61","지분",""
"제주특별자치도 서귀포시 중문동","*","임야","농림지역","-","202003","6","664","643"," ",""
"제주특별자치도 제주시 건입동","1***","대","준주거지역","25m이상","202003","6","23","7,500"," ",""
"제주특별자치도 제주시 조천읍 와흘리","5**","임야","계획관리지역","-","202003","6","725","8,000"," ",""
"제주특별자치도 서귀포시 대정읍 신도리","2***","전","계획관리지역","12m미만","202003","7","650","13,500"," ",""
"제주특별자치도 제주시 이도이동","3**","대","준주거지역","12m미만","202003","7","297.4","60,000"," ",""
"제주특별자치도 제주시 한림읍 귀덕리","2***","전","자연녹지지역","8m미만","202003","8","93","1,800"," ",""
"제주특별자치도 서귀포시 토평동","2***","과수원","자연녹지지역","-","202003","8","445","14,000"," ",""
"제주특별자치도 제주시 애월읍 고내리","3**","전","자연녹지지역","8m미만","202003","8","1186","60,000"," ",""
"제주특별자치도 제주시 봉개동","2***","묘지","생산녹지지역","-","202003","9","83","1,000"," ",""
"제주특별자치도 서귀포시 안덕면 광평리","산3*","임야","생산관리지역","-","202003","9","400","1,109"," ",""
"제주특별자치도 제주시 오라이동","1***","유원지","자연녹지지역","8m미만","202003","9","41","1,200"," ",""
"제주특별자치도 서귀포시 대정읍 상모리","3***","임야","자연녹지지역","-","202003","9","286.5","1,270","지분",""
"제주특별자치도 서귀포시 안덕면 광평리","산3*","임야","생산관리지역","-","202003","9","492","1,364"," ",""
"제주특별자치도 제주시 해안동","산1**","임야","생산관리지역","8m미만","202003","9","400","1,970","지분",""
"제주특별자치도 제주시 구좌읍 종달리","3***","임야","생산관리지역","12m미만","202003","9","395","10,680"," ","20200331"
"제주특별자치도 제주시 애월읍 광령리","1***","과수원","계획관리지역","8m미만","202003","9","5301","128,200"," ",""
"제주특별자치도 제주시 구좌읍 종달리","3***","임야","생산관리지역","-","202003","9","420","13,335"," ",""
"제주특별자치도 제주시 한경면 낙천리","1***","임야","계획관리지역","8m미만","202003","9","3833.5","14,000","지분",""
"제주특별자치도 서귀포시 서귀동","2**","대","일반상업지역","12m미만","202003","9","91.6","14,700"," ",""
"제주특별자치도 제주시 구좌읍 종달리","3***","임야","생산관리지역","12m미만","202003","9","469","14,910"," ",""
"제주특별자치도 제주시 애월읍 광령리","1***","과수원","계획관리지역","8m미만","202003","9","4485","149,000","지분","20200420"
"제주특별자치도 제주시 한경면 두모리","6**","전","계획관리지역","12m미만","202003","9","739","17,200"," ",""
"제주특별자치도 제주시 오라이동","1***","유원지","자연녹지지역","-","202003","9","612","18,000"," ",""
"제주특별자치도 서귀포시 안덕면 광평리","산3*","임야","생산관리지역","-","202003","9","761","2,110"," ",""
"제주특별자치도 제주시 구좌읍 행원리","3***","임야","계획관리지역","8m미만","202003","9","66","2,500","지분",""
"제주특별자치도 서귀포시 성산읍 삼달리","1***","임야","계획관리지역","8m미만","202003","9","2443","2,700"," ",""
"제주특별자치도 서귀포시 표선면 성읍리","3**","전","계획관리지역","8m미만","202003","9","500","2,800"," ",""
"제주특별자치도 제주시 오라이동","1***","유원지","자연녹지지역","-","202003","9","96","2,800"," ",""
"제주특별자치도 제주시 오라이동","1***","과수원","자연녹지지역","-","202003","9","1039","20,000"," ",""
"제주특별자치도 서귀포시 안덕면 광평리","산3*","임야","생산관리지역","-","202003","9","7365.42","20,418","지분",""
"제주특별자치도 제주시 구좌읍 종달리","3***","임야","생산관리지역","8m미만","202003","9","13","200"," ",""
"제주특별자치도 제주시 이호일동","1***","전","자연녹지지역","-","202003","9","1748","23,000"," ",""
"제주특별자치도 서귀포시 대정읍 상모리","3***","임야","자연녹지지역","-","202003","9","51","230","지분",""
"제주특별자치도 서귀포시 남원읍 위미리","1**","과수원","제2종일반주거지역","8m미만","202003","9","454","24,600"," ",""
"제주특별자치도 제주시 애월읍 광령리","1***","과수원","계획관리지역","8m미만","202003","9","816","27,000","지분","20200420"
"제주특별자치도 제주시 애월읍 광령리","1***","전","계획관리지역","-","202003","9","2791","27,000","지분","20200420"
"제주특별자치도 제주시 한경면 두모리","6**","임야","계획관리지역","-","202003","9","6912","27,800"," ",""
"제주특별자치도 제주시 해안동","산1**","임야","생산관리지역","8m미만","202003","9","17","30","지분",""
"제주특별자치도 서귀포시 서호동","1***","전","자연녹지지역","8m미만","202003","9","14.67","300","지분",""
"제주특별자치도 제주시 추자면 예초리","1**","전","보전관리지역","8m미만","202003","9","1035","300"," ",""
"제주특별자치도 서귀포시 남원읍 위미리","4***","대","제2종일반주거지역","8m미만","202003","9","78","4,200"," ",""
"제주특별자치도 서귀포시 서호동","1***","도로","자연녹지지역","-","202003","9","68","400","지분",""
"제주특별자치도 제주시 애월읍 광령리","1***","전","계획관리지역","-","202003","9","508","5,000","지분","20200420"
"제주특별자치도 제주시 구좌읍 종달리","3***","임야","생산관리지역","12m미만","202003","9","369","5,800"," ",""
"제주특별자치도 제주시 한경면 낙천리","1***","전","계획관리지역","8m미만","202003","9","590","5,890"," ",""
"제주특별자치도 서귀포시 성산읍 삼달리","1***","임야","계획관리지역","-","202003","9","404","500","지분",""
"제주특별자치도 제주시 오라이동","1***","유원지","자연녹지지역","8m미만","202003","9","1796","51,000"," ",""
"제주특별자치도 제주시 한경면 낙천리","1***","전","계획관리지역","8m미만","202003","9","659","6,578"," ",""
"제주특별자치도 제주시 애월읍 봉성리","2***","전","계획관리지역","-","202003","9","290","6,850"," ",""
"제주특별자치도 제주시 한경면 낙천리","1***","전","계획관리지역","8m미만","202003","9","729","7,277"," ",""
"제주특별자치도 서귀포시 상예동","3***","임야","자연녹지지역","8m미만","202003","9","1471","7,500"," ",""
"제주특별자치도 제주시 연동","2***","묘지","보전관리지역","-","202003","9","90.63","750","지분",""
"제주특별자치도 제주시 한림읍 상명리","2***","과수원","계획관리지역","25m미만","202003","9","42","762"," ",""
"제주특별자치도 제주시 애월읍 광령리","1***","전","계획관리지역","-","202003","9","3299","79,800"," ",""
"제주특별자치도 제주시 한경면 신창리","2**","대","자연녹지지역","8m미만","202003","9","221","8,200"," ",""
"제주특별자치도 제주시 애월읍 봉성리","2***","전","계획관리지역","-","202003","9","371","8,750"," ",""
"제주특별자치도 제주시 한경면 낙천리","1***","전","계획관리지역","8m미만","202003","9","890","8,884"," ",""
"제주특별자치도 제주시 오라이동","1***","유원지","자연녹지지역","8m미만","202003","9","2881","81,500"," ",""
"제주특별자치도 제주시 구좌읍 종달리","3***","임야","생산관리지역","-","202003","9","395","9,000"," ",""
"제주특별자치도 제주시 오라이동","1***","유원지","자연녹지지역","8m미만","202003","9","3435","97,000"," ",""
"제주특별자치도 제주시 해안동","산1**","임야","생산관리지역","8m미만","202003","9","196","970","지분",""
"제주특별자치도 제주시 조천읍 대흘리","7*","도로","계획관리지역","-","202003","10","144","1,000"," ",""
"제주특별자치도 제주시 구좌읍 세화리","2***","임야","계획관리지역","8m미만","202003","10","33","1,370","지분",""
"제주특별자치도 제주시 구좌읍 김녕리","산8*","임야","생산관리지역","8m미만","202003","10","165","1,650","지분",""
"제주특별자치도 제주시 구좌읍 김녕리","산8*","임야","생산관리지역","8m미만","202003","10","198","1,980","지분",""
"제주특별자치도 제주시 애월읍 소길리","산3*","임야","생산관리지역","12m미만","202003","10","3063","10,000"," ",""
"제주특별자치도 제주시 조천읍 함덕리","7*","임야","자연녹지지역","-","202003","10","4959","105,000"," ",""
"제주특별자치도 제주시 조천읍 함덕리","7*","임야","자연녹지지역","25m미만","202003","10","4959","105,000"," ",""
"제주특별자치도 제주시 구좌읍 송당리","4**","전","계획관리지역","8m미만","202003","10","859","11,630"," ","20200410"
"제주특별자치도 제주시 도련일동","1***","전","제2종일반주거지역","12m미만","202003","10","119","12,300"," ",""
"제주특별자치도 서귀포시 성산읍 난산리","8**","임야","계획관리지역","8m미만","202003","10","826","12,500"," ",""
"제주특별자치도 제주시 구좌읍 송당리","4**","전","계획관리지역","8m미만","202003","10","1211","16,370"," ","20200410"
"제주특별자치도 서귀포시 대정읍 보성리","1***","전","생산관리지역","-","202003","10","142","2,060","지분",""
"제주특별자치도 제주시 구좌읍 김녕리","산8*","임야","생산관리지역","8m미만","202003","10","694","2,940","지분",""
"제주특별자치도 서귀포시 상예동","3***","전","자연녹지지역","-","202003","10","51","200"," ",""
"제주특별자치도 제주시 오라이동","7*","과수원","자연녹지지역","25m미만","202003","10","1962","200,000"," ",""
"제주특별자치도 서귀포시 남원읍 위미리","3***","과수원","계획관리지역","-","202003","10","3613","21,000"," ",""
"제주특별자치도 제주시 애월읍 광령리","1***","전","자연녹지지역","8m미만","202003","10","1002","21,000"," ",""
"제주특별자치도 제주시 조천읍 함덕리","7*","임야","자연녹지지역","25m미만","202003","10","4959","210,000"," ","20200403"
"제주특별자치도 제주시 한경면 조수리","3***","임야","계획관리지역","-","202003","10","9.98","217","지분",""
"제주특별자치도 서귀포시 대정읍 보성리","1***","전","생산관리지역","8m미만","202003","10","1104","23,540"," ",""
"제주특별자치도 서귀포시 남원읍 위미리","3***","과수원","제2종일반주거지역","-","202003","10","400","24,200"," ",""
"제주특별자치도 제주시 용담삼동","2***","전","자연녹지지역","-","202003","10","4790","270,000"," ",""
"제주특별자치도 제주시 구좌읍 세화리","산4*","임야","계획관리지역","25m미만","202003","10","661.63","3,000","지분",""
